disk,chunk,n,baseline_min_ms,baseline_median_ms,baseline_max_ms,candidate_min_ms,candidate_median_ms,candidate_max_ms,delta_min_pct,delta_median_pct,baseline_cv_pct,candidate_cv_pct,median_ci_low_pct,median_ci_high_pct,cycle_minima_above_1pct
local,512k,48,22.026049,26.642290499999998,38.488725,20.555489,25.082362,33.714903,-6.676458406135389,-5.855084043918812,13.74773452228508,12.437400453763999,-9.762523636094777,-1.4714259346944814,1
local,256k,48,22.026049,26.642290499999998,38.488725,22.620434,25.9696915,33.750597,2.6985547884688765,-2.524553960553799,13.74773452228508,8.793601900502464,-4.9499479033155875,-1.7277206552793078,4
juicefs,512k,48,829.710785,7069.9244375,9268.152009,848.2802280000001,6043.4261735,9171.036227,2.2380621459560768,-14.519225390236002,55.60682594954268,56.10885283284873,-50.441474682886,36.33816493884683,4
juicefs,256k,48,829.710785,7069.9244375,9268.152009,848.1042279999999,6021.357964,9249.083840000001,2.2168499352458015,-14.83136747456928,55.60682594954268,49.3616305952294,-21.030420062458887,105.99063849885879,5
